vente_article_id;contrat_num;article_type_code;reference_article_magasin;prix_vente_final;qte_vente;taux_commission;prix_net_deposant;magasin_code;vente_num;prix_vente_total;date_cloture_vente;date_reglement;reglement_deposant_id;prix_reglee;prix_deposant;prix_com;taux_assurance;contact_num;taux_tva;prix_a_reglee;reglee;libelle;STATUS
D33LAT-151720;000156;DEPOT;000156-24;20;1;0.4;0;D33LAT;0000001040;20;20150915;20151015;1510141958268;12;12;8;0;D33LAT-11300406;0.2;20;1;PAIRE TENNIS ADIDAS 42;C
D33LAT-151721;000053;DEPOT;000053-1;90;1;0.5;0;D33LAT;0000001041;90;20150915;20151015;1510132335771;45;45;45;0;D33LATSI50499;0.2;90;1;Bureaux 1 tiroir;C
D33LAT-151723;1502127;DEPOT;11510291;29;1;0.38;0;D33LAT;0000001043;29;20150915;20151015;1510141958611;17.98;17.98;11.02;0;D33LAT-10600207;0.2;29;1;E216 SECHOIR VERTICAL N2;C
D33LAT-151724;1403365;DEPOT;11417442;3.5;1;0.38;0;D33LAT;0000001044;3.5;20150915;20151015;151014195865;2.17;2.17;1.33;0;D33LAT-10600207;0.2;3.5;1;L29 PLANCHE A DECOUPER EN VERRE PM;C
D33LAT-151725;1502127;DEPOT;11510210;29;1;0.38;0;D33LAT;0000001045;29;20150915;20151015;1510141958611;17.98;17.98;11.02;0;D33LAT-10600207;0.2;29;1;V125 CASSEROLE+ COUV N1;C
D33LAT-151731;1501348;DEPOT;11506427;2;1;0.38;0;D33LAT;0000001049;2;20150915;20151015;1510141958606;1.24;1.24;0.76;0;D33LAT-10600207;0.2;2;1;A320 PILE BOUTON ;C
D33LAT-151732;000159;DEPOT;000159-1;15;1;0.5;0;D33LAT;0000001049;15;20150915;20151015;1510251217629;0;7.5;7.5;0;D33LAT-10101309;0.2;15;0;Cadre noeuds marins;C
D33LAT-151736;1500315;DEPOT;11501742;20;1;0.5;0;D33LAT;0000001053;20;20150915;20151015;1510132335701;10;10;10;0;D33LAT-19800405;0.2;20;1;CADRE SANGUINE JEAN VUBOURD FEMME ALLONGEE;C
D33LAT-151737;1502509;DEPOT;11512015;38.25;1;0.4;0;D33LAT;0000001053;38.25;20150915;20151015;1510132335842;22.95;22.95;15.3;0;D33LAT-11200973;0.2;38.25;1;MIROIR ANC MM ;C
D33LAT-151738;1501226;DEPOT;11505952;10;1;0.5;0;D33LAT;0000001054;10;20150915;20151015;1510141958803;5;5;5;0;D33LAT-10600149;0.2;10;1;SOUFFLET NOIR ;C
D33LAT-151739;1502999;DEPOT;11514601;19;1;0.4;0;D33LAT;0000001054;19;20150915;20151015;151014195886;11.4;11.4;7.6;0;D33LAT-11500719;0.2;19;1;PAIRE DE BOUCLE D'OREILLE CRISTAL DE;C
D33LAT-151740;1500278;DEPOT;11501804;27;1;0.38;0;D33LAT;0000001054;27;20150915;20151015;1510141958322;16.74;16.74;10.26;0;D33LAT-10600207;0.2;27;1;V153 POELE 24 CM ANTI ADHERENTE;C
D33LAT-151741;1502549;DEPOT;11512202;2;3;0.4;0;D33LAT;0000001054;6;20150915;20151015;1510141958355;3.06;3.06;2.04;0;D33LAT-11300406;0.2;5.1;1;LOT DE 4 PLAT BARBECUE ;C
D33LAT-151742;1502891;DEPOT;11513934;20;1;0.5;0;D33LAT;0000001055;20;20150915;20151015;1510132335817;10;10;10;0;D33LAT-11100165;0.2;20;1;RADIO CD UNITED ;C
D33LAT-151745;1500257;DEPOT;11501392;30;2;0.5;0;D33LAT;0000001056;60;20150915;20151015;1510132335445;30;30;30;0;D33LAT-11500071;0.2;60;1;VITRINE PROFESSIONELLE OUVERTE +2P;C
D33LAT-151746;000170;DEPOT;000170-4;35;1;0.5;0;D33LAT;0000001057;35;20150915;20151015;1510132335189;17.5;17.5;17.5;0;D33LAT-11100165;0.2;35;1;ASPIRATEUR TORNADO NOIR
+ACC ETAG;C
D33LAT-151748;1502941;DEPOT;11514255;4;1;0.2;0;D33LAT;0000001059;4;20150915;20151015;1510132334374;3.2;3.2;0.8;0;D33LAT-19800369;0.2;4;1;BOITE METAL ROSE/BLEU ;C
D33LAT-151753;1503019;DEPOT;11514685;4;1;0.4;0;D33LAT;0000001061;4;20150915;20151015;1510141958333;2.4;2.4;1.6;0;D33LAT-11300406;0.2;4;1;PELUCHE PM ;C
D33LAT-151757;000156;DEPOT;000156-16;5;1;0.4;0;D33LAT;0000001063;5;20150915;20151015;1510141958268;3;3;2;0;D33LAT-11300406;0.2;5;1;Vide poche fleuri
;C
D33LAT-151758;000156;DEPOT;000156-27;10;1;0.4;0;D33LAT;0000001063;10;20150915;20151015;1510141958268;6;6;4;0;D33LAT-11300406;0.2;10;1;Lot tassesd cafe lanternier;C
D33LAT-151759;000156;DEPOT;000156-12;8;1;0.4;0;D33LAT;0000001063;8;20150915;20151015;1510141958268;4.8;4.8;3.2;0;D33LAT-11300406;0.2;8;1;Chien faience;C
D33LAT-151760;000156;DEPOT;000156-50;8;1;0.4;0;D33LAT;0000001063;8;20150915;20151015;1510141958268;4.8;4.8;3.2;0;D33LAT-11300406;0.2;8;1;PICHET LONGWY ANC;C
D33LAT-151761;1503019;DEPOT;11514685;4;5;0.4;0;D33LAT;0000001063;20;20150915;20151015;1510141958333;12;12;8;0;D33LAT-11300406;0.2;20;1;PELUCHE PM ;C
D33LAT-151762;1502971;DEPOT;11514346;5;1;0.2;0;D33LAT;0000001063;5;20150915;20151015;1510132334909;4;4;1;0;D33LAT-19800369;0.2;5;1;PANIER PM OSIER TISSU ;C
D33LAT-151763;1502082;DEPOT;11510099;3.5;1;0.2;0;D33LAT;0000001063;3.5;20150915;20151015;1510132335231;2.8;2.8;0.7;0;D33LAT-19800369;0.2;3.5;1;COUSSIN TRIANGLE ;C
D33LAT-151764;000152;DEPOT;000152-5;15;1;0.5;0;D33LAT;0000001064;15;20150915;20151015;1510132335956;7.5;7.5;7.5;0;D33LATHE50561;0.2;15;1;Banc de musculation domyos ;C
D33LAT-151769;1501522;DEPOT;11507196;20;1;0.5;0;D33LAT;0000001068;20;20150915;20151015;1510132335700;10;10;10;0;D33LAT-11500387;0.2;20;1;CADRE DORE CHROMO PAYSAGE;C
D33LAT-151771;1501588;DEPOT;11507580;850;1;0.01;0;D33LAT;0000001070;850;20150915;20151015;1510132334652;841.5;841.5;8.5;0;D33LAT-11300098;0.2;850;1;JAP05 BIBLIOTHEQUE 4 T TECK  140/40/195;C
D33LAT-151772;1501588;DEPOT;11507575;650;1;0.01;0;D33LAT;0000001070;650;20150915;20151015;1510132334652;643.5;643.5;6.5;0;D33LAT-11300098;0.2;650;1;JN11 BIBLIOTHEQUE TECK 3 T  105/40/195;C
D33LAT-151773;1503019;DEPOT;11514700;8;1;0.4;0;D33LAT;0000001071;8;20150915;20151015;1510141958333;4.8;4.8;3.2;0;D33LAT-11300406;0.2;8;1;PLAT ORANGE OVALE ;C
D33LAT-151776;1502956;DEPOT;11514211;100;1;0.5;0;D33LAT;0000001074;100;20150915;20151015;1510132335444;50;50;50;0;D33LAT-11500701;0.2;100;1;BANQUETTE BZ MAUVE ;C
D33LAT-151779;1502038;DEPOT;11509814;28;1;0.5;0;D33LAT;0000001077;28;20150915;20151015;1510251217373;0;14;14;0;D33LAT-11200321;0.2;28;0;COFFRE A JOUETS PIN S/ROULETTES;C
D33LAT-151781;1501330;DEPOT;11506334;12;1;0.5;0;D33LAT;0000001079;12;20150915;20151015;15102512171140;0;6;6;0;D33LAT-11300682;0.2;12;0;SELLETTE COUL MERISIER ;C
D33LAT-151782;1502139;DEPOT;11510282;14;1;0.5;0;D33LAT;0000001080;14;20150915;20151015;1510251217628;0;7;7;0;D33LAT-11400721;0.2;14;0;GUERIDON BLC 2 NIV VERRE FUMÉ;C
D33LAT-151783;1502299;DEPOT;11511004;29.75;1;0.5;0;D33LAT;0000001081;29.75;20150915;20151015;15102512171139;0;12.25;12.25;0;D33LAT-11200421;0.2;24.5;0;ENROULEUR GARDENA ;C
D33LAT-151786;1503074;DEPOT;11514986;50;1;0.5;0;D33LAT;0000001084;50;20150915;20151015;1510132335187;25;25;25;0;D33LAT-11500500;0.2;50;1;POUF BANANIER 1T ;C
D33LAT-151788;1503019;DEPOT;11514729;7;1;0.4;0;D33LAT;0000001085;7;20150915;20151015;1510141958333;4.2;4.2;2.8;0;D33LAT-11300406;0.2;7;1;BONBONNIERE COULIOURE ;C
D33LAT-151790;1500966;DEPOT;11504785;5;1;0.5;0;D33LAT;0000001087;5;20150915;20151015;1510251217883;0;2.5;2.5;0;D33LAT-11400370;0.2;5;0;NETTOYEUR VAPEUR VAPOLINE;C
D33LAT-151791;1500509;DEPOT;11502533;0.8;1;0.5;0;D33LAT;0000001087;0.8;20150915;20151015;1510251217115;0;0.4;0.4;0;D33LAT-11000676;0.2;0.8;0;PICHET CERAMIQUE FLEURI;C
D33LAT-151822;1403911;DEPOT;11419977;3.9;9;0.5;0;D33LAT;0000001100;35.1;20150916;20151015;1510251217882;0;17.55;17.55;0;D33LAT-11200410;0.2;35.1;0;BOUTON POIGNEE DE PORTE PORCELAINE;C
D33LAT-151824;1502986;DEPOT;11514438;99;1;0.5;0;D33LAT;0000001102;99;20150916;20151015;1510141958261;49.5;49.5;49.5;0;D33LAT-11500712;0.2;99;1;MATELAS ROULE 90X190 30KG/M3;C
D33LAT-151825;1500882;DEPOT;11504406;3.75;1;0.5;0;D33LAT;0000001103;3.75;20150916;20151015;1510251217370;0;1.88;1.88;0;D33LAT-10501278;0.2;3.75;0;HACHOIR +ACC ;C
D33LAT-151826;1502768;DEPOT;11513287;100;1;0.5;0;D33LAT;0000001104;100;20150916;20151015;1510132334875;42.5;42.5;42.5;0;D33LAT-11500656;0.2;85;1;MEUBLE TV HIFI BAR MERISIER 2P;C
D33LAT-151829;1502127;DEPOT;11510334;9;1;0.38;0;D33LAT;0000001105;9;20150916;20151015;1510141958611;5.58;5.58;3.42;0;D33LAT-10600207;0.2;9;1;K133 BOITE N15 ;C
D33LAT-151830;1502127;DEPOT;11510332;7;1;0.38;0;D33LAT;0000001105;7;20150916;20151015;1510141958611;4.34;4.34;2.66;0;D33LAT-10600207;0.2;7;1;K131 BOITE N13 ;C
D33LAT-151834;1502127;DEPOT;11510308;16;1;0.38;0;D33LAT;0000001109;16;20150916;20151015;1510141958611;9.92;9.92;6.08;0;D33LAT-10600207;0.2;16;1;E393 POELE INDUCTION 28 CM;C
D33LAT-151836;1502127;DEPOT;11510308;16;1;0.38;0;D33LAT;0000001111;16;20150916;20151015;1510141958611;9.92;9.92;6.08;0;D33LAT-10600207;0.2;16;1;E393 POELE INDUCTION 28 CM;C
D33LAT-151837;1502623;DEPOT;11512616;195.5;2;0.462787;0;D33LAT;0000001112;391;20150916;20151015;1510132335697;210.05;210.05;180.95;0;D33LAT-11500075;0.2;391;1;CHEVET MERISIER MASSIF ARTISANAL;C
D33LAT-151838;1404502;DEPOT;11423061;48;1;0.5;0;D33LAT;0000001112;48;20150916;20151015;1510251217114;0;14;14;0;D33LAT-11401028;0.2;28;0;PRESSOIR ANCIEN FONTE+EMAILÉE;C
D33LAT-151840;1404693;DEPOT;11424023;99;1;0.5;0;D33LAT;0000001113;99;20150916;20151015;1510132335456;49.5;49.5;49.5;0;D33LAT-11400322;0.2;99;1;FAUTEUIL BIDOU;C
D33LAT-151841;1502055;DEPOT;11509903;210;1;0.473809;0;D33LAT;0000001114;210;20150916;20151015;1510132335730;110.5;110.5;99.5;0;D33LAT-10801024;0.2;210;1;TABLE BASSE TECK 120/100;C
D33LAT-151842;000069;DEPOT;000069-11;30;1;0.5;0;D33LAT;0000001115;30;20150916;20151015;1510132334340;15;15;15;0;D33LAT-11100512;0.2;30;1;Sac à main noir franges;C
D33LAT-151843;1502617;DEPOT;11512581;127.5;1;0.489215;0;D33LAT;0000001116;127.5;20150916;20151015;1510132335185;65.125;65.13;62.37;0;D33LAT-10900478;0.2;127.5;1;ETAGERE PANIERS ;C
D33LAT-151845;000140;DEPOT;000140-2;75;1;0.5;0;D33LAT;0000001117;75;20150916;20151015;1510132335952;37.5;37.5;37.5;0;D33LATGI50548;0.2;75;1;Chiffonier 5t 
st japonais;C
D33LAT-151846;000079;DEPOT;000079-1;80;1;0.5;0;D33LAT;0000001118;80;20150916;20151015;1510132335791;40;40;40;0;D33LAT-10100043;0.2;80;1;Table de massage
skai blanc;C
D33LAT-151848;1501500;DEPOT;11507119;14;1;0.5;0;D33LAT;0000001120;14;20150916;20151015;15102512171137;0;7;7;0;D33LAT-11500383;0.2;14;0;TABLE BASSE PIN RECT ;C
D33LAT-151849;1502931;DEPOT;11514084;45;1;0.4;0;D33LAT;0000001121;45;20150916;20151015;1510132334126;27;27;18;0;D33LAT-11200973;0.2;45;1;FAUTEUIL DE BUREAU CUIR NOIR;C
D33LAT-151850;1503007;DEPOT;11514622;60;1;0.5;0;D33LAT;0000001122;60;20150916;20151015;1510132335440;30;30;30;0;D33LAT-11300884;0.2;60;1;VELO ENFANT B'TWIN NOIR BLEU;C
D33LAT-151852;1401537;DEPOT;11408260;8;1;0.38;0;D33LAT;0000001123;8;20150916;20151015;1510141958350;4.96;4.96;3.04;0;D33LAT-10600207;0.2;8;1;E330 TABLEAU COEUR 50 X 50;C
D33LAT-151853;000092;DEPOT;000092-7;15;1;0.5;0;D33LAT;0000001124;15;20150916;20151015;1510132335766;7.5;7.5;7.5;0;D33LAT-11401126;0.2;15;1;Radio reveil PANASONIC+ doc ACC;C
D33LAT-151856;1500605;DEPOT;11503042;3;1;0.4;0;D33LAT;0000001125;3;20150916;20151015;1510132334597;1.8;1.8;1.2;0;D33LAT-19700084;0.2;3;1;LOT DE VIDE POCHE DECOR VOITURE;C
D33LAT-151857;1500602;DEPOT;11503025;1;1;0.5;0;D33LAT;0000001125;1;20150916;20151015;1510251217881;0;0.5;0.5;0;D33LAT-10301313;0.2;1;0;THEIERE DECO ;C
D33LAT-151859;1501090;DEPOT;11505291;3.25;1;0.5;0;D33LAT;0000001125;3.25;20150916;20151015;15102512161274;0;1.63;1.63;0;D33LAT-11300610;0.2;3.25;0;TROPHEE ;C
D33LAT-151861;1500789;DEPOT;11503923;2;1;0.5;0;D33LAT;0000001125;2;20150916;20151015;1510251217625;0;1;1;0;D33LAT-11100265;0.2;2;0;VASE DORE METAL H27 ;C
D33LAT-151862;1500382;DEPOT;11501986;0.8;1;0.5;0;D33LAT;0000001125;0.8;20150916;20151015;1510251216211;0;0.4;0.4;0;D33LAT-11500104;0.2;0.8;0;VASE CRAQUELÉ FLEURS ;C
D33LAT-151863;1500910;DEPOT;11504533;3.75;1;0.5;0;D33LAT;0000001125;3.75;20150916;20151015;15102512161267;0;1.88;1.88;0;D33LAT-11500150;0.2;3.75;0;SPOT EXTERIEUR CARTON ;C
D33LAT-151865;1500923;DEPOT;11504578;7.5;1;0.4;0;D33LAT;0000001125;7.5;20150916;20151015;151014195863;4.5;4.5;3;0;D33LAT-11300406;0.2;7.5;1;PAIRE DE ASSIETTE A DESSERT LONGWY SCENE;C
D33LAT-151867;1500733;DEPOT;11503696;4.5;1;0.5;0;D33LAT;0000001125;4.5;20150916;20151015;1510251216226;0;2.25;2.25;0;D33LAT-10401488;0.2;4.5;0;LOT DE 3 ELEMENTS DE SERVICE METAL ARGENTE;C
D33LAT-151869;1500570;DEPOT;11502902;1.5;1;0.5;0;D33LAT;0000001125;1.5;20150916;20151015;1510251217188;0;0.75;0.75;0;D33LAT-11500143;0.2;1.5;0;SUSPENSION ENFANT AVION;C
D33LAT-151871;1501891;DEPOT;11509193;137.5;1;0.486363;0;D33LAT;0000001127;137.5;20150916;20151015;1510132335695;70.625;70.63;66.87;0;D33LAT-11500473;0.2;137.5;1;TABLE ANC 1T NOYER ;C
D33LAT-151872;1502199;DEPOT;11510576;35;1;0.5;0;D33LAT;0000001128;35;20150916;20151015;1510251217369;0;17.5;17.5;0;D33LAT-11500537;0.2;35;0;TABLE BASSE ST ANGLAIS ACAJOU;C
D33LAT-151873;000089;DEPOT;000089-28;40;1;0.4;0;D33LAT;0000001129;40;20150916;20151015;1510132335758;24;24;16;0;D33LAT-19700084;0.2;40;1;Appareil de mesure metal;C
D33LAT-151874;1501587;DEPOT;11507528;27.5;1;0.5;0;D33LAT;0000001130;27.5;20150916;20151015;1510251217113;0;13.75;13.75;0;D33LAT-11400287;0.2;27.5;0;ROUET ;C
D33LAT-151876;000156;DEPOT;000156-9;6;1;0.4;0;D33LAT;0000001130;6;20150916;20151015;1510141958268;3.6;3.6;2.4;0;D33LAT-11300406;0.2;6;1;Jouet buzz;C
D33LAT-151878;1502549;DEPOT;11512316;1;1;0.4;0;D33LAT;0000001131;1;20150916;20151015;1510141958355;0.6;0.6;0.4;0;D33LAT-11300406;0.2;1;1;BIBELOT ;C
D33LAT-151879;1502549;DEPOT;11512193;4;3;0.4;0;D33LAT;0000001131;12;20150916;20151015;1510141958355;7.2;7.2;4.8;0;D33LAT-11300406;0.2;12;1;LOT DE 3 VERRES COUL ;C
D33LAT-151881;1403619;DEPOT;11418810;3.5;1;0.4;0;D33LAT;0000001132;3.5;20150916;20151015;151013233493;2.1;2.1;1.4;0;D33LAT-10900052;0.2;3.5;1;C13 COUTEAU DE POCHE PORTE CLE;C
D33LAT-151882;1502549;DEPOT;11512225;1;3;0.4;0;D33LAT;0000001133;3;20150916;20151015;1510141958355;1.8;1.8;1.2;0;D33LAT-11300406;0.2;3;1;LOT DE 3 COUVERTS PM ;C
D33LAT-151884;000097;DEPOT;000097-3;30;1;0.5;0;D33LAT;0000001135;30;20150916;20151015;1510132335237;15;15;15;0;D33LAT-11500591;0.2;30;1;MICRO ONDES LG+ACC;C
D33LAT-151885;1502840;DEPOT;11513665;40;1;0.5;0;D33LAT;0000001136;40;20150916;20151015;1510132335950;17;17;17;0;D33LAT-10900091;0.2;34;1;MEUBLE A CHAUSSURES METAL 4 T;C
D33LAT-151886;000167;DEPOT;000167-1;45;3;0.487037;0;D33LAT;0000001137;135;20150916;20151015;1510132335694;69.25;69.25;65.75;0;D33LAT-10900091;0.2;135;1;Element de cuisine 1p
laque rouge;C
D33LAT-151887;1502941;DEPOT;11514216;75;1;0.2;0;D33LAT;0000001137;75;20150916;20151015;1510132334374;60;60;15;0;D33LAT-19800369;0.2;75;1;COLONNE DE CUISINE FACADE ROUGE;C
D33LAT-151888;000133;DEPOT;000133-1;290;1;0.467241;0;D33LAT;0000001138;290;20150916;20151015;1510132335438;154.5;154.5;135.5;0;D33LATDU50523;0.2;290;1;Canapé 3p + 2 fauteuil + pouf  cuir marron ;C
